1	PL38,CBM91
2	GT32,GT25,GH108,GT8,GH12,AA3,PL11,GH4,GH38,CBM13,CBM3,GH153,GH65
3	GH104,GH30,GT1,GH19,GT84,GH94,GH26,GH91,PL10,CE2
